Make,Model,Color,Body_Type,Production_Date,Drive_Type,Transmission,Mileage,Emission_Class,Power,Engine_Displacement,Build_Year,Fuel,Category,Seats,Doors,Gears,Cylinders,Curb_Weight,CO2_Emission,Interior_Material,Price,Interior_Color,Paint_Type,Technical_Inspection,Production_Year,Non_Smoker_Car,Fuel_Consumption,Warranty,Last_Service,Electric_Range,Other_Energy_Sources
Volkswagen,Golf Plus,Grey,MPV,2009-02-01 00:00:00,,Manual,271848.0,Euro 4,90.0,1.39,2009-02-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1316.0,157.0,,2495.0,,Metallic,2026-07-31 00:00:00,2009.0,,6.6,,,,
Volkswagen,Golf,White,Hatchback,2009-06-01 00:00:00,Front,Manual,226633.0,Euro 5,59.0,1.39,2009-06-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1117.0,149.0,Fabric,4950.0,Black,,2026-01-31 00:00:00,,,,,,,
Volkswagen,Golf Plus,Grey,MPV,2009-07-01 00:00:00,Front,Automatic,152005.0,Euro 5,90.0,1.39,2009-07-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1338.0,146.0,,6885.0,,,2026-07-31 00:00:00,,,,,,,
Volkswagen,Golf GTI,Black,Hatchback,2009-01-01 00:00:00,,Manual,170375.0,Euro 4,147.0,1.984,2009-01-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1303.0,189.0,Half leather,7950.0,Other,Metallic,,,,,,,,
Volkswagen,Golf,Black,Hatchback,2009-06-01 00:00:00,,Manual,234971.0,Euro 5,118.0,1.39,2009-06-01 00:00:00,Petrol,Used,4.0,3.0,6.0,4.0,1246.0,154.0,Leather,3845.0,,Metallic,,2009.0,,6.6,3.0,,,
Volkswagen,Golf,Red,Hatchback,2009-11-01 00:00:00,,Manual,236910.0,Euro 5,90.0,1.39,2009-11-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1190.0,144.0,,5250.0,,Other,2025-07-31 00:00:00,2009.0,1.0,6.2,,,,
Volkswagen,Golf GTI,Grey,Hatchback,2009-10-01 00:00:00,Front,Manual,225000.0,Euro 5,155.0,1.984,2009-10-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1293.0,170.0,Alcantara,8999.0,,,2025-10-31 00:00:00,,,,,,,
Volkswagen,Golf,Black,Hatchback,2009-10-01 00:00:00,Front,Manual,253000.0,Euro 5,90.0,1.39,2009-10-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1190.0,144.0,,3999.0,,,2026-06-30 00:00:00,,,,,,,
Volkswagen,Golf,White,Stationwagen,2009-03-01 00:00:00,,Automatic,257992.0,Euro 5,118.0,1.39,2009-03-01 00:00:00,Petrol,Used,,2.0,,4.0,1261.0,139.0,,4000.0,,Other,,,,6.0,,,,
Volkswagen,Golf,,Sedan,2009-12-01 00:00:00,,Manual,269857.0,,90.0,1.39,2009-12-01 00:00:00,Petrol,Used,5.0,3.0,6.0,4.0,1290.0,,,3099.0,,Other,,,1.0,6.2,,,,
Volkswagen,Golf GTI,,Sedan,2009-09-01 00:00:00,,Manual,204150.0,,155.0,1.984,2009-09-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1393.0,,,8350.0,,Other,,,,7.3,,,,
Volkswagen,Golf,,Sedan,2009-03-01 00:00:00,,Manual,201490.0,,90.0,1.39,2009-03-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1290.0,,,4100.0,,Other,,,,6.2,,2025-03-31 00:00:00,,
Volkswagen,Golf,Black,Stationwagen,2009-07-01 00:00:00,Front,Manual,154000.0,,59.0,,2009-07-01 00:00:00,Petrol,Used,4.0,2.0,5.0,,,,Fabric,4500.0,Black,,,,,,,2025-03-31 00:00:00,,
Volkswagen,Golf,Black,Hatchback,2009-07-01 00:00:00,Front,Automatic,282163.0,Euro 5,90.0,1.39,2009-07-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1216.0,138.0,Alcantara,3890.0,Black,Metallic,2025-08-31 00:00:00,,,,,,,
Volkswagen,Golf,Black,Hatchback,2009-07-01 00:00:00,Front,Automatic,282163.0,Euro 5,90.0,1.39,2009-07-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1216.0,138.0,Alcantara,3890.0,Black,Metallic,2025-08-31 00:00:00,,,,,,,
Volkswagen,Golf,Blue,Hatchback,2009-11-01 00:00:00,Front,Manual,134210.0,Euro 5,90.0,1.39,2009-11-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1190.0,144.0,Fabric,6250.0,Black,,2025-07-31 00:00:00,,,,,,,
Volkswagen,Golf,White,Hatchback,2009-10-01 00:00:00,Front,Automatic,118600.0,,118.0,1.798,2009-10-01 00:00:00,Petrol,Used,5.0,5.0,7.0,4.0,1190.0,,Alcantara,8450.0,Black,Metallic,2025-07-31 00:00:00,,,,,,,
Volkswagen,Golf,Black,Hatchback,2009-07-01 00:00:00,Front,Manual,196682.0,Euro 5,118.0,1.39,2009-07-01 00:00:00,Petrol,Used,5.0,3.0,6.0,4.0,1246.0,145.0,Velour,5749.0,Black,Metallic,2026-02-28 00:00:00,,,,,,,
Volkswagen,Golf,Black,Hatchback,2009-07-01 00:00:00,Front,Manual,196682.0,Euro 5,118.0,1.39,2009-07-01 00:00:00,Petrol,Used,5.0,3.0,6.0,4.0,1246.0,145.0,Velour,5749.0,Black,Metallic,2026-02-28 00:00:00,,,,,,,
Volkswagen,Golf,Blue,Hatchback,2009-09-01 00:00:00,Front,Manual,122643.0,Euro 5,118.0,1.798,2009-09-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1232.0,159.0,Fabric,7499.0,Black,Metallic,2025-07-31 00:00:00,,,,,,,
Volkswagen,Golf Variant,Black,Stationwagen,2009-06-01 00:00:00,,Manual,274229.0,Euro 4,90.0,1.39,2009-06-01 00:00:00,Petrol,Used,5.0,4.0,6.0,4.0,1285.0,149.0,,2600.0,,Metallic,,,,,,,,
Volkswagen,Golf Plus,Grey,MPV,2009-02-01 00:00:00,,Manual,271848.0,Euro 4,90.0,1.39,2009-02-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1316.0,157.0,,2495.0,,Metallic,2026-07-31 00:00:00,2009.0,,6.6,,,,
Volkswagen,Golf,White,Hatchback,2009-06-01 00:00:00,Front,Manual,226633.0,Euro 5,59.0,1.39,2009-06-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1117.0,149.0,Fabric,4950.0,Black,,2026-01-31 00:00:00,,,,,,,
Volkswagen,Golf Plus,Grey,MPV,2009-07-01 00:00:00,Front,Automatic,152005.0,Euro 5,90.0,1.39,2009-07-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1338.0,146.0,,6885.0,,,2026-07-31 00:00:00,,,,,,,
Volkswagen,Golf GTI,Black,Hatchback,2009-01-01 00:00:00,,Manual,170375.0,Euro 4,147.0,1.984,2009-01-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1303.0,189.0,Half leather,7950.0,Other,Metallic,,,,,,,,
Volkswagen,Golf,Black,Hatchback,2009-06-01 00:00:00,,Manual,234971.0,Euro 5,118.0,1.39,2009-06-01 00:00:00,Petrol,Used,4.0,3.0,6.0,4.0,1246.0,154.0,Leather,3845.0,,Metallic,,2009.0,,6.6,3.0,,,
Volkswagen,Golf,Red,Hatchback,2009-11-01 00:00:00,,Manual,236910.0,Euro 5,90.0,1.39,2009-11-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1190.0,144.0,,5250.0,,Other,2025-07-31 00:00:00,2009.0,1.0,6.2,,,,
Volkswagen,Golf GTI,Grey,Hatchback,2009-10-01 00:00:00,Front,Manual,225000.0,Euro 5,155.0,1.984,2009-10-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1293.0,170.0,Alcantara,8999.0,,,2025-10-31 00:00:00,,,,,,,
Volkswagen,Golf,Black,Hatchback,2009-10-01 00:00:00,Front,Manual,253000.0,Euro 5,90.0,1.39,2009-10-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1190.0,144.0,,3999.0,,,2026-06-30 00:00:00,,,,,,,
Volkswagen,Golf,White,Stationwagen,2009-03-01 00:00:00,,Automatic,257992.0,Euro 5,118.0,1.39,2009-03-01 00:00:00,Petrol,Used,,2.0,,4.0,1261.0,139.0,,4000.0,,Other,,,,6.0,,,,
Volkswagen,Golf,,Sedan,2009-12-01 00:00:00,,Manual,269857.0,,90.0,1.39,2009-12-01 00:00:00,Petrol,Used,5.0,3.0,6.0,4.0,1290.0,,,3099.0,,Other,,,1.0,6.2,,,,
Volkswagen,Golf GTI,,Sedan,2009-09-01 00:00:00,,Manual,204150.0,,155.0,1.984,2009-09-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1393.0,,,8350.0,,Other,,,,7.3,,,,
Volkswagen,Golf,,Sedan,2009-03-01 00:00:00,,Manual,201490.0,,90.0,1.39,2009-03-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1290.0,,,4100.0,,Other,,,,6.2,,2025-03-31 00:00:00,,
Volkswagen,Golf,Black,Stationwagen,2009-07-01 00:00:00,Front,Manual,154000.0,,59.0,,2009-07-01 00:00:00,Petrol,Used,4.0,2.0,5.0,,,,Fabric,4500.0,Black,,,,,,,2025-03-31 00:00:00,,
Volkswagen,Golf,Black,Hatchback,2009-07-01 00:00:00,Front,Automatic,282163.0,Euro 5,90.0,1.39,2009-07-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1216.0,138.0,Alcantara,3890.0,Black,Metallic,2025-08-31 00:00:00,,,,,,,
Volkswagen,Golf,Black,Hatchback,2009-07-01 00:00:00,Front,Automatic,282163.0,Euro 5,90.0,1.39,2009-07-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1216.0,138.0,Alcantara,3890.0,Black,Metallic,2025-08-31 00:00:00,,,,,,,
Volkswagen,Golf,Blue,Hatchback,2009-11-01 00:00:00,Front,Manual,134210.0,Euro 5,90.0,1.39,2009-11-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1190.0,144.0,Fabric,6250.0,Black,,2025-07-31 00:00:00,,,,,,,
Volkswagen,Golf,White,Hatchback,2009-10-01 00:00:00,Front,Automatic,118600.0,,118.0,1.798,2009-10-01 00:00:00,Petrol,Used,5.0,5.0,7.0,4.0,1190.0,,Alcantara,8450.0,Black,Metallic,2025-07-31 00:00:00,,,,,,,
Volkswagen,Golf,Black,Hatchback,2009-07-01 00:00:00,Front,Manual,196682.0,Euro 5,118.0,1.39,2009-07-01 00:00:00,Petrol,Used,5.0,3.0,6.0,4.0,1246.0,145.0,Velour,5749.0,Black,Metallic,2026-02-28 00:00:00,,,,,,,
Volkswagen,Golf,Black,Hatchback,2009-07-01 00:00:00,Front,Manual,196682.0,Euro 5,118.0,1.39,2009-07-01 00:00:00,Petrol,Used,5.0,3.0,6.0,4.0,1246.0,145.0,Velour,5749.0,Black,Metallic,2026-02-28 00:00:00,,,,,,,
Volkswagen,Golf,Blue,Hatchback,2009-09-01 00:00:00,Front,Manual,122643.0,Euro 5,118.0,1.798,2009-09-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1232.0,159.0,Fabric,7499.0,Black,Metallic,2025-07-31 00:00:00,,,,,,,
Volkswagen,Golf Variant,Black,Stationwagen,2009-06-01 00:00:00,,Manual,274229.0,Euro 4,90.0,1.39,2009-06-01 00:00:00,Petrol,Used,5.0,4.0,6.0,4.0,1285.0,149.0,,2600.0,,Metallic,,,,,,,,
Volkswagen,Golf Plus,Grey,MPV,2009-02-01 00:00:00,,Manual,271848.0,Euro 4,90.0,1.39,2009-02-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1316.0,157.0,,2495.0,,Metallic,2026-07-31 00:00:00,2009.0,,6.6,,,,
Volkswagen,Golf,White,Hatchback,2009-06-01 00:00:00,Front,Manual,226633.0,Euro 5,59.0,1.39,2009-06-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1117.0,149.0,Fabric,4950.0,Black,,2026-01-31 00:00:00,,,,,,,
Volkswagen,Golf Plus,Grey,MPV,2009-07-01 00:00:00,Front,Automatic,152005.0,Euro 5,90.0,1.39,2009-07-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1338.0,146.0,,6885.0,,,2026-07-31 00:00:00,,,,,,,
Volkswagen,Golf GTI,Black,Hatchback,2009-01-01 00:00:00,,Manual,170375.0,Euro 4,147.0,1.984,2009-01-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1303.0,189.0,Half leather,7950.0,Other,Metallic,,,,,,,,
Volkswagen,Golf,Black,Hatchback,2009-06-01 00:00:00,,Manual,234971.0,Euro 5,118.0,1.39,2009-06-01 00:00:00,Petrol,Used,4.0,3.0,6.0,4.0,1246.0,154.0,Leather,3845.0,,Metallic,,2009.0,,6.6,3.0,,,
Volkswagen,Golf,Red,Hatchback,2009-11-01 00:00:00,,Manual,236910.0,Euro 5,90.0,1.39,2009-11-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1190.0,144.0,,5250.0,,Other,2025-07-31 00:00:00,2009.0,1.0,6.2,,,,
Volkswagen,Golf GTI,Grey,Hatchback,2009-10-01 00:00:00,Front,Manual,225000.0,Euro 5,155.0,1.984,2009-10-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1293.0,170.0,Alcantara,8999.0,,,2025-10-31 00:00:00,,,,,,,
Volkswagen,Golf,Black,Hatchback,2009-10-01 00:00:00,Front,Manual,253000.0,Euro 5,90.0,1.39,2009-10-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1190.0,144.0,,3999.0,,,2026-06-30 00:00:00,,,,,,,
Volkswagen,Golf,White,Stationwagen,2009-03-01 00:00:00,,Automatic,257992.0,Euro 5,118.0,1.39,2009-03-01 00:00:00,Petrol,Used,,2.0,,4.0,1261.0,139.0,,4000.0,,Other,,,,6.0,,,,
Volkswagen,Golf,,Sedan,2009-12-01 00:00:00,,Manual,269857.0,,90.0,1.39,2009-12-01 00:00:00,Petrol,Used,5.0,3.0,6.0,4.0,1290.0,,,3099.0,,Other,,,1.0,6.2,,,,
Volkswagen,Golf GTI,,Sedan,2009-09-01 00:00:00,,Manual,204150.0,,155.0,1.984,2009-09-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1393.0,,,8350.0,,Other,,,,7.3,,,,
Volkswagen,Golf,,Sedan,2009-03-01 00:00:00,,Manual,201490.0,,90.0,1.39,2009-03-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1290.0,,,4100.0,,Other,,,,6.2,,2025-03-31 00:00:00,,
Volkswagen,Golf,Black,Stationwagen,2009-07-01 00:00:00,Front,Manual,154000.0,,59.0,,2009-07-01 00:00:00,Petrol,Used,4.0,2.0,5.0,,,,Fabric,4500.0,Black,,,,,,,2025-03-31 00:00:00,,
Volkswagen,Golf,Black,Hatchback,2009-07-01 00:00:00,Front,Automatic,282163.0,Euro 5,90.0,1.39,2009-07-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1216.0,138.0,Alcantara,3890.0,Black,Metallic,2025-08-31 00:00:00,,,,,,,
Volkswagen,Golf,Black,Hatchback,2009-07-01 00:00:00,Front,Automatic,282163.0,Euro 5,90.0,1.39,2009-07-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1216.0,138.0,Alcantara,3890.0,Black,Metallic,2025-08-31 00:00:00,,,,,,,
Volkswagen,Golf,Blue,Hatchback,2009-11-01 00:00:00,Front,Manual,134210.0,Euro 5,90.0,1.39,2009-11-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1190.0,144.0,Fabric,6250.0,Black,,2025-07-31 00:00:00,,,,,,,
Volkswagen,Golf,White,Hatchback,2009-10-01 00:00:00,Front,Automatic,118600.0,,118.0,1.798,2009-10-01 00:00:00,Petrol,Used,5.0,5.0,7.0,4.0,1190.0,,Alcantara,8450.0,Black,Metallic,2025-07-31 00:00:00,,,,,,,
Volkswagen,Golf,Black,Hatchback,2009-07-01 00:00:00,Front,Manual,196682.0,Euro 5,118.0,1.39,2009-07-01 00:00:00,Petrol,Used,5.0,3.0,6.0,4.0,1246.0,145.0,Velour,5749.0,Black,Metallic,2026-02-28 00:00:00,,,,,,,
Volkswagen,Golf,Black,Hatchback,2009-07-01 00:00:00,Front,Manual,196682.0,Euro 5,118.0,1.39,2009-07-01 00:00:00,Petrol,Used,5.0,3.0,6.0,4.0,1246.0,145.0,Velour,5749.0,Black,Metallic,2026-02-28 00:00:00,,,,,,,
Volkswagen,Golf,Blue,Hatchback,2009-09-01 00:00:00,Front,Manual,122643.0,Euro 5,118.0,1.798,2009-09-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1232.0,159.0,Fabric,7499.0,Black,Metallic,2025-07-31 00:00:00,,,,,,,
Volkswagen,Golf Variant,Black,Stationwagen,2009-06-01 00:00:00,,Manual,274229.0,Euro 4,90.0,1.39,2009-06-01 00:00:00,Petrol,Used,5.0,4.0,6.0,4.0,1285.0,149.0,,2600.0,,Metallic,,,,,,,,
Volkswagen,Golf Plus,Grey,MPV,2009-02-01 00:00:00,,Manual,271848.0,Euro 4,90.0,1.39,2009-02-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1316.0,157.0,,2495.0,,Metallic,2026-07-31 00:00:00,2009.0,,6.6,,,,
Volkswagen,Golf,White,Hatchback,2009-06-01 00:00:00,Front,Manual,226633.0,Euro 5,59.0,1.39,2009-06-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1117.0,149.0,Fabric,4950.0,Black,,2026-01-31 00:00:00,,,,,,,
Volkswagen,Golf Plus,Grey,MPV,2009-07-01 00:00:00,Front,Automatic,152005.0,Euro 5,90.0,1.39,2009-07-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1338.0,146.0,,6885.0,,,2026-07-31 00:00:00,,,,,,,
Volkswagen,Golf GTI,Black,Hatchback,2009-01-01 00:00:00,,Manual,170375.0,Euro 4,147.0,1.984,2009-01-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1303.0,189.0,Half leather,7950.0,Other,Metallic,,,,,,,,
Volkswagen,Golf,Black,Hatchback,2009-06-01 00:00:00,,Manual,234971.0,Euro 5,118.0,1.39,2009-06-01 00:00:00,Petrol,Used,4.0,3.0,6.0,4.0,1246.0,154.0,Leather,3845.0,,Metallic,,2009.0,,6.6,3.0,,,
Volkswagen,Golf,Red,Hatchback,2009-11-01 00:00:00,,Manual,236910.0,Euro 5,90.0,1.39,2009-11-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1190.0,144.0,,5250.0,,Other,2025-07-31 00:00:00,2009.0,1.0,6.2,,,,
Volkswagen,Golf GTI,Grey,Hatchback,2009-10-01 00:00:00,Front,Manual,225000.0,Euro 5,155.0,1.984,2009-10-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1293.0,170.0,Alcantara,8999.0,,,2025-10-31 00:00:00,,,,,,,
Volkswagen,Golf,Black,Hatchback,2009-10-01 00:00:00,Front,Manual,253000.0,Euro 5,90.0,1.39,2009-10-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1190.0,144.0,,3999.0,,,2026-06-30 00:00:00,,,,,,,
Volkswagen,Golf,White,Stationwagen,2009-03-01 00:00:00,,Automatic,257992.0,Euro 5,118.0,1.39,2009-03-01 00:00:00,Petrol,Used,,2.0,,4.0,1261.0,139.0,,4000.0,,Other,,,,6.0,,,,
Volkswagen,Golf,,Sedan,2009-12-01 00:00:00,,Manual,269857.0,,90.0,1.39,2009-12-01 00:00:00,Petrol,Used,5.0,3.0,6.0,4.0,1290.0,,,3099.0,,Other,,,1.0,6.2,,,,
Volkswagen,Golf GTI,,Sedan,2009-09-01 00:00:00,,Manual,204150.0,,155.0,1.984,2009-09-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1393.0,,,8350.0,,Other,,,,7.3,,,,
Volkswagen,Golf,,Sedan,2009-03-01 00:00:00,,Manual,201490.0,,90.0,1.39,2009-03-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1290.0,,,4100.0,,Other,,,,6.2,,2025-03-31 00:00:00,,
Volkswagen,Golf,Black,Stationwagen,2009-07-01 00:00:00,Front,Manual,154000.0,,59.0,,2009-07-01 00:00:00,Petrol,Used,4.0,2.0,5.0,,,,Fabric,4500.0,Black,,,,,,,2025-03-31 00:00:00,,
Volkswagen,Golf,Black,Hatchback,2009-07-01 00:00:00,Front,Automatic,282163.0,Euro 5,90.0,1.39,2009-07-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1216.0,138.0,Alcantara,3890.0,Black,Metallic,2025-08-31 00:00:00,,,,,,,
Volkswagen,Golf,Black,Hatchback,2009-07-01 00:00:00,Front,Automatic,282163.0,Euro 5,90.0,1.39,2009-07-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1216.0,138.0,Alcantara,3890.0,Black,Metallic,2025-08-31 00:00:00,,,,,,,
Volkswagen,Golf,Blue,Hatchback,2009-11-01 00:00:00,Front,Manual,134210.0,Euro 5,90.0,1.39,2009-11-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1190.0,144.0,Fabric,6250.0,Black,,2025-07-31 00:00:00,,,,,,,
Volkswagen,Golf,White,Hatchback,2009-10-01 00:00:00,Front,Automatic,118600.0,,118.0,1.798,2009-10-01 00:00:00,Petrol,Used,5.0,5.0,7.0,4.0,1190.0,,Alcantara,8450.0,Black,Metallic,2025-07-31 00:00:00,,,,,,,
Volkswagen,Golf,Black,Hatchback,2009-07-01 00:00:00,Front,Manual,196682.0,Euro 5,118.0,1.39,2009-07-01 00:00:00,Petrol,Used,5.0,3.0,6.0,4.0,1246.0,145.0,Velour,5749.0,Black,Metallic,2026-02-28 00:00:00,,,,,,,
Volkswagen,Golf,Black,Hatchback,2009-07-01 00:00:00,Front,Manual,196682.0,Euro 5,118.0,1.39,2009-07-01 00:00:00,Petrol,Used,5.0,3.0,6.0,4.0,1246.0,145.0,Velour,5749.0,Black,Metallic,2026-02-28 00:00:00,,,,,,,
Volkswagen,Golf,Blue,Hatchback,2009-09-01 00:00:00,Front,Manual,122643.0,Euro 5,118.0,1.798,2009-09-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1232.0,159.0,Fabric,7499.0,Black,Metallic,2025-07-31 00:00:00,,,,,,,
Volkswagen,Golf Variant,Black,Stationwagen,2009-06-01 00:00:00,,Manual,274229.0,Euro 4,90.0,1.39,2009-06-01 00:00:00,Petrol,Used,5.0,4.0,6.0,4.0,1285.0,149.0,,2600.0,,Metallic,,,,,,,,
Volkswagen,Golf Plus,Grey,MPV,2009-02-01 00:00:00,,Manual,271848.0,Euro 4,90.0,1.39,2009-02-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1316.0,157.0,,2495.0,,Metallic,2026-07-31 00:00:00,2009.0,,6.6,,,,
Volkswagen,Golf,White,Hatchback,2009-06-01 00:00:00,Front,Manual,226633.0,Euro 5,59.0,1.39,2009-06-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1117.0,149.0,Fabric,4950.0,Black,,2026-01-31 00:00:00,,,,,,,
Volkswagen,Golf Plus,Grey,MPV,2009-07-01 00:00:00,Front,Automatic,152005.0,Euro 5,90.0,1.39,2009-07-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1338.0,146.0,,6885.0,,,2026-07-31 00:00:00,,,,,,,
Volkswagen,Golf GTI,Black,Hatchback,2009-01-01 00:00:00,,Manual,170375.0,Euro 4,147.0,1.984,2009-01-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1303.0,189.0,Half leather,7950.0,Other,Metallic,,,,,,,,
Volkswagen,Golf,Black,Hatchback,2009-06-01 00:00:00,,Manual,234971.0,Euro 5,118.0,1.39,2009-06-01 00:00:00,Petrol,Used,4.0,3.0,6.0,4.0,1246.0,154.0,Leather,3845.0,,Metallic,,2009.0,,6.6,3.0,,,
Volkswagen,Golf,Red,Hatchback,2009-11-01 00:00:00,,Manual,236910.0,Euro 5,90.0,1.39,2009-11-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1190.0,144.0,,5250.0,,Other,2025-07-31 00:00:00,2009.0,1.0,6.2,,,,
Volkswagen,Golf GTI,Grey,Hatchback,2009-10-01 00:00:00,Front,Manual,225000.0,Euro 5,155.0,1.984,2009-10-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1293.0,170.0,Alcantara,8999.0,,,2025-10-31 00:00:00,,,,,,,
Volkswagen,Golf,Black,Hatchback,2009-10-01 00:00:00,Front,Manual,253000.0,Euro 5,90.0,1.39,2009-10-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1190.0,144.0,,3999.0,,,2026-06-30 00:00:00,,,,,,,
Volkswagen,Golf,White,Stationwagen,2009-03-01 00:00:00,,Automatic,257992.0,Euro 5,118.0,1.39,2009-03-01 00:00:00,Petrol,Used,,2.0,,4.0,1261.0,139.0,,4000.0,,Other,,,,6.0,,,,
Volkswagen,Golf,,Sedan,2009-12-01 00:00:00,,Manual,269857.0,,90.0,1.39,2009-12-01 00:00:00,Petrol,Used,5.0,3.0,6.0,4.0,1290.0,,,3099.0,,Other,,,1.0,6.2,,,,
Volkswagen,Golf GTI,,Sedan,2009-09-01 00:00:00,,Manual,204150.0,,155.0,1.984,2009-09-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1393.0,,,8350.0,,Other,,,,7.3,,,,
Volkswagen,Golf,,Sedan,2009-03-01 00:00:00,,Manual,201490.0,,90.0,1.39,2009-03-01 00:00:00,Petrol,Used,5.0,5.0,6.0,4.0,1290.0,,,4100.0,,Other,,,,6.2,,2025-03-31 00:00:00,,
Volkswagen,Golf,Black,Stationwagen,2009-07-01 00:00:00,Front,Manual,154000.0,,59.0,,2009-07-01 00:00:00,Petrol,Used,4.0,2.0,5.0,,,,Fabric,4500.0,Black,,,,,,,2025-03-31 00:00:00,,
Volkswagen,Golf,Black,Hatchback,2009-07-01 00:00:00,Front,Automatic,282163.0,Euro 5,90.0,1.39,2009-07-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1216.0,138.0,Alcantara,3890.0,Black,Metallic,2025-08-31 00:00:00,,,,,,,
Volkswagen,Golf,Black,Hatchback,2009-07-01 00:00:00,Front,Automatic,282163.0,Euro 5,90.0,1.39,2009-07-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1216.0,138.0,Alcantara,3890.0,Black,Metallic,2025-08-31 00:00:00,,,,,,,
Volkswagen,Golf,Blue,Hatchback,2009-11-01 00:00:00,Front,Manual,134210.0,Euro 5,90.0,1.39,2009-11-01 00:00:00,Petrol,Used,5.0,5.0,,4.0,1190.0,144.0,Fabric,6250.0,Black,,2025-07-31 00:00:00,,,,,,,
Volkswagen,Golf,White,Hatchback,2009-10-01 00:00:00,Front,Automatic,118600.0,,118.0,1.798,2009-10-01 00:00:00,Petrol,Used,5.0,5.0,7.0,4.0,1190.0,,Alcantara,8450.0,Black,Metallic,2025-07-31 00:00:00,,,,,,,
Volkswagen,Golf,Black,Hatchback,2009-07-01 00:00:00,Front,Manual,196682.0,Euro 5,118.0,1.39,2009-07-01 00:00:00,Petrol,Used,5.0,3.0,6.0,4.0,1246.0,145.0,Velour,5749.0,Black,Metallic,2026-02-28 00:00:00,,,,,,,
Volkswagen,Golf,Black,Hatchback,2009-07-01 00:00:00,Front,Manual,196682.0,Euro 5,118.0,1.39,2009-07-01 00:00:00,Petrol,Used,5.0,3.0,6.0,4.0,1246.0,145.0,Velour,5749.0,Black,Metallic,2026-02-28 00:00:00,,,,,,,
